title,NER
Bombay Chicken Curry,"[""chicken"", ""onions"", ""garlic"", ""green chilies"", ""fresh ginger"", ""ground coriander"", ""ground cumin"", ""ground turmeric"", ""chili powder"", ""tomatoes"", ""coconut cream""]"
Ruth Reichl Shrimp Curry,"[""onion"", ""garlic"", ""butter"", ""curry powder"", ""ground ginger"", ""ground cardamom"", ""cinnamon"", ""turmeric"", ""red chili powder"", ""flour"", ""heavy cream"", ""coconut milk"", ""chicken broth"", ""lime zest"", ""shrimp"", ""lime juice"", ""salt"", ""Accompaniment"", ""rice"", ""raisins""]"
Potato And Plantain Curry,"[""sweet onions"", ""garlic"", ""ginger"", ""green chilies"", ""fresh cilantro"", ""salt"", ""turmeric"", ""coriander"", ""cumin"", ""water"", ""green plantains"", ""potatoes""]"
Indonesian Pork And Pumpkin Curry,"[""vegetable oil"", ""pork"", ""onion"", ""garlic"", ""gingerroot"", ""fennel seed"", ""fresh lemongrass"", ""red curry"", ""creamed coconut"", ""pumpkin"", ""fresh coriander"", ""fresh basil"", ""fresh spinach leaves"", ""lime juice"", ""salt""]"
Chicken Curry With Artichoke,"[""light mayonnaise"", ""yogurt"", ""onions"", ""hearts"", ""jalapeno juice"", ""curry powder"", ""ground ginger"", ""paprika"", ""chicken breasts"", ""brown rice""]"
Durban Chicken Curry,"[""ghee"", ""salt"", ""fresh ground pepper"", ""paprika"", ""chicken thighs"", ""ghee"", ""onions"", ""garlic"", ""curry"", ""lime juice"", ""ginger"", ""tomatoes"", ""coconut milk"", ""sugar"", ""cilantro"", ""cinnamon sticks"", ""bay leaves""]"
Slow Cooked Chicken Curry,"[""all-purpose"", ""curry powder"", ""ground cumin"", ""salt"", ""chicken breasts"", ""red potatoes"", ""carrots"", ""cooking apple"", ""onion"", ""garlic"", ""pepper"", ""water"", ""fresh ginger"", ""Coconut milk"", ""milk"", ""coconut"", ""cornstarch"", ""raisins"", ""peanuts""]"
Thai Red Pumpkin Curry,"[""vegetable oil"", ""onions"", ""gingerroot"", ""red curry"", ""vegetable stock"", ""coconut milk"", ""pumpkin"", ""pattypan squash"", ""fresh Thai basil""]"
Kerala Mutton Curry - Mild,"[""mutton"", ""water"", ""bay leaf"", ""Marinade"", ""yoghurt"", ""chili powder"", ""coriander powder"", ""turmeric powder"", ""black pepper"", ""cardamom powder"", ""garlic"", ""Curry"", ""red onions"", ""tomatoes"", ""red bell peppers"", ""potatoes"", ""ginger"", ""garlic"", ""sunflower oil"", ""garam masala"", ""fresh coriander"", ""curry leaf"", ""chilies""]"
Green Curry Chicken Meatballs,"[""onion"", ""green curry"", ""fresh coriander"", ""egg"", ""breadcrumbs"", ""salt"", ""vegetable oil""]"
Black-Eyed Peas In Tamarind-Coconut Curry - Imlee Lobhia,"[""black-eyed peas"", ""ground turmeric"", ""boiling water"", ""tamarind pulp"", ""tomatoes"", ""coconut oil"", ""onion"", ""fresh ginger"", ""garlic"", ""serrano peppers"", ""brown sugar"", ""ground coriander"", ""red chili powder"", ""salt"", ""coconut milk"", ""cilantro""]"
Slow Cooked Madras Chicken Curry (Crock Pot),"[""onions"", ""garlic"", ""gingerroot"", ""tomato paste"", ""curry powder"", ""mango chutney"", ""chicken breasts"", ""granny smith apple""]"
Healthy Seafood Curry,"[""cod"", ""garlic"", ""fresh ginger"", ""onion"", ""spinach"", ""coconut milk"", ""garam masala"", ""paprika"", ""turmeric"", ""king prawns"", ""almond butter"", ""onions"", ""ghee"", ""parsley""]"
Thai Vegetarian Green Curry,"[""chicken"", ""button mushrooms"", ""green curry"", ""coconut milk"", ""eggplant"", ""lime juice"", ""serrano pepper"", ""fish sauce"", ""white sugar"", ""cooking oil"", ""dish"", ""basil"", ""cilantro"", ""jasmine rice""]"
Karee Curry With Chicken From Thailand,"[""chicken"", ""curry powder"", ""coconut milk"", ""onion"", ""potatoes"", ""red chili"", ""sugar"", ""salt"", ""fish sauce"", ""rice"", ""water""]"
Thai Red Curry Of Beef,"[""Curry"", ""vegetable oil"", ""beef steak"", ""garlic"", ""red curry"", ""coconut cream"", ""beef stock"", ""fish sauce"", ""brown sugar"", ""fresh red chilies"", ""fresh coconut"", ""baby spinach"", ""basil"", ""Gaeng Daeng"", ""red chilies"", ""salt"", ""gingerroot"", ""tender lemongrass"", ""garlic"", ""shallots"", ""coriander seed"", ""cumin"", ""shrimp""]"
Brit-Style Curry,"[""new potatoes"", ""salt"", ""onion"", ""peppers"", ""butter"", ""turmeric"", ""ground coriander"", ""ground cumin"", ""water"", ""carrots"", ""broccoli"", ""frozen peas"", ""tomatoes"", ""lemons"", ""rolls"", ""olive oil""]"
Slow Cooker Curry Chicken,"[""chicken thighs"", ""potatoes"", ""onion"", ""garlic"", ""gingerroot"", ""curry powder"", ""smooth peanut butter"", ""cinnamon"", ""red pepper"", ""cayenne pepper"", ""salt"", ""white wine"", ""coconut milk"", ""water"", ""cilantro"", ""cornstarch""]"
Bo-Kaap Cape Malay Kerrie - South African Cape Malay Curry,"[""mutton shoulder"", ""oil"", ""onions"", ""fresh gingerroot"", ""cape malay"", ""ground coriander"", ""ground cumin"", ""turmeric"", ""salt"", ""black pepper"", ""cinnamon"", ""cloves"", ""bay leaves"", ""carrots"", ""dried apricots"", ""bananas"", ""tomato paste"", ""wine vinegar"", ""stock"", ""apricot jam"", ""natural yoghurt""]"
Vegetarian Curry Stew,"[""canola oil"", ""tomatoes"", ""onion"", ""unsweetened coconut milk"", ""garlic"", ""salt"", ""fresh gingerroot"", ""red potatoes"", ""curry powder"", ""sweet potato"", ""ground cumin"", ""carrots"", ""ground cardamom"", ""cinnamon sticks""]"
Authentic  Panang Curry With White Rice,"[""cooking spray"", ""beef"", ""vegetables"", ""coconut milk"", ""panang curry"", ""fish sauce"", ""sugar"", ""white rice""]"
Chickpea Curry (Indian Style) Over Basmati Rice,"[""vidalia onion"", ""garlic"", ""red chili powder"", ""cumin"", ""curry"", ""coriander"", ""chickpeas"", ""lemon"", ""tomato paste"", ""peanut butter"", ""salt"", ""cilantro leaf"", ""RICE"", ""basmati rice"", ""butter"", ""salt"", ""turmeric"", ""water""]"
Crock Pot Chicken Curry,"[""chicken breasts"", ""onions"", ""garlic"", ""butter"", ""tomatoes"", ""cinnamon"", ""curry powder"", ""raisins""]"
Red Curry Chicken With Snake Beans (Long Beans),"[""vegetable oil"", ""red curry"", ""chicken broth"", ""chicken"", ""long beans"", ""green"", ""lime"", ""shallots"", ""palm sugar"", ""fish sauce"", ""basil""]"
Lime Curry Chicken,"[""chicken breast"", ""olive oil"", ""shallots"", ""bell pepper"", ""curry powder"", ""low-fat plain yogurt"", ""parsley"", ""almonds""]"
Ground Beef And Rice Curry,"[""ground beef"", ""onion"", ""rice"", ""tomatoes"", ""water"", ""apples"", ""curry powder"", ""garlic"", ""salt"", ""pepper""]"
Easy Lamb Curry With Greens,"[""ground lamb"", ""onion"", ""garlic"", ""curry powder"", ""water"", ""fresh marinara sauce"", ""Spinach""]"
Chicken With Banana Curry,"[""chicken breasts"", ""bananas"", ""curry powder"", ""butter"", ""parsley"", ""ground coriander"", ""lime juice"", ""mustard"", ""lime zest"", ""salt"", ""pepper"", ""water"", ""fresh coriander""]"
Red Thai Chicken Curry,"[""chicken breasts"", ""curry powder"", ""light coconut milk"", ""peas"", ""bamboo shoot"", ""garlic"", ""yellow onion"", ""basil""]"
Pathia Prawn Curry,"[""prawns"", ""butter"", ""onion"", ""coconut"", ""chili powder"", ""paprika"", ""ground cinnamon"", ""bay leaves"", ""garam masala"", ""fenugreek seeds"", ""ground ginger"", ""tomato puree"", ""yogurt""]"
Chicken Curry - North Indian Style,"[""plain yogurt"", ""cornflour"", ""oil"", ""onions"", ""fresh ginger"", ""fresh garlic"", ""green chilies"", ""chicken"", ""ground coriander"", ""ground cumin"", ""ground turmeric"", ""ground cayenne pepper"", ""tomatoes"", ""fresh coriander"", ""salt"", ""garam masala"", ""fresh coriander""]"
Vegetarian Coconut Cashew Curry,"[""sweet potato"", ""red pepper"", ""potatoes"", ""onion"", ""vegetable broth"", ""unsweetened coconut milk"", ""curry powder"", ""red curry"", ""cumin"", ""salt"", ""cayenne pepper"", ""cashews"", ""jasmine rice"", ""green beans""]"
White Chicken Curry,"[""chicken breast"", ""vegetable oil"", ""bay leaf"", ""anise"", ""cloves"", ""cinnamon"", ""onions"", ""indian beans"", ""coconut milk"", ""fresh ginger"", ""fresh coriander"", ""lime"", ""curry"", ""vegetable oil"", ""onion"", ""fresh ginger"", ""garlic"", ""cinnamon"", ""cloves"", ""fennel seed"", ""coriander seed"", ""green cardamoms"", ""green chilies"", ""nuts"", ""natural yoghurt"", ""coriander leaves"", ""lime slice""]"
Potato And Pea Curry,"[""potatoes"", ""brown mustard seeds"", ""ghee"", ""onions"", ""garlic"", ""fresh ginger"", ""turmeric"", ""chili powder"", ""ground cumin"", ""garam masala"", ""water"", ""frozen peas"", ""salt"", ""fresh cilantro""]"
Curry Beef Noodles,"[""broccoli"", ""rice noodles"", ""tomatoes"", ""onion"", ""indian curry"", ""vegetable oil"", ""vegetable oil"", ""flank"", ""salt"", ""black pepper""]"
"Cabbage, Carrot And Onion Curry","[""cabbage"", ""carrots"", ""onions"", ""ghee"", ""cumin"", ""turmeric"", ""mustard seeds"", ""chili powder"", ""coriander"", ""cinnamon"", ""salt""]"
Massaman Potato Curry,"[""Curry"", ""coconut milk"", ""potatoes"", ""peanuts"", ""onion"", ""water"", ""brown sugar"", ""salt"", ""Curry"", ""pods"", ""coriander seed"", ""cumin"", ""cloves"", ""red chilies"", ""garlic"", ""ground cinnamon"", ""gingerroot"", ""shallots"", ""stalk lemongrass"", ""lime""]"
Jessica'S Mauritian Chicken Curry,"[""onions"", ""garlic"", ""chicken"", ""curry powder"", ""tomatoes"", ""water""]"
Papaya Curry,"[""papaya"", ""pineapple"", ""bananas"", ""green apple"", ""lime"", ""canola oil"", ""onions"", ""sweet potato"", ""peppers"", ""curry powder"", ""ginger"", ""cayenne"", ""light coconut milk"", ""raisins"", ""cashews""]"
Chicken Curry,"[""chicken broth"", ""chicken breasts"", ""garam masala"", ""turmeric"", ""garlic"", ""red pepper"", ""garlic"", ""white onions"", ""green pepper"", ""oil""]"
Chicken With Curry And Beer,"[""onion"", ""butter"", ""tomato soup"", ""beer"", ""curry powder"", ""oregano"", ""salt"", ""chicken breasts"", ""parmesan cheese""]"
Curry In A Hurry,"[""onion"", ""red"", ""garlic"", ""curry powder"", ""tomatoes"", ""chickpeas"", ""potatoes"", ""natural yoghurt""]"
Cashew Chicken Fingers With Curry Mayonnaise,"[""cornstarch"", ""all-purpose"", ""ground coriander"", ""ground cumin"", ""garam masala"", ""chili powder"", ""salt"", ""fresh ground black pepper"", ""chicken breasts"", ""egg"", ""cashews"", ""butter"", ""Curry"", ""mayonnaise"", ""curry powder"", ""cashews"", ""lemon juice""]"
Madhur Jaffrey'S Prawn (Shrimp) Curry,"[""cayenne pepper"", ""bright red paprika"", ""ground turmeric"", ""garlic"", ""fresh gingerroot"", ""ground coriander"", ""ground cumin"", ""coconut milk"", ""kokum"", ""prawns"", ""salt""]"
Curry Glazed Chicken,"[""butter"", ""honey"", ""brown mustard"", ""curry powder"", ""salt"", ""chicken""]"
Simple Lahori Chicken Curry,"[""whole chickens"", ""turmeric"", ""cayenne pepper"", ""salt"", ""onions"", ""garlic"", ""fresh ginger"", ""canola oil"", ""cinnamon stick"", ""green cardamom pods"", ""cloves"", ""black peppercorns"", ""tomatoes"", ""tomato paste"", ""plain yogurt"", ""water"", ""fresh cilantro"", ""lemon""]"
Vegan Banana Curry,"[""stalk lemongrass"", ""lime"", ""shallots"", ""garlic"", ""gingerroot"", ""curry powder"", ""soy sauce"", ""coconut milk"", ""lemon juice"", ""palm sugar"", ""bananas"", ""fennel seed"", ""zucchini"", ""red bell pepper"", ""broccoli"", ""cauliflower"", ""celery"", ""firm tofu"", ""salt"", ""banana"", ""coconut""]"
Vegan Mango Coconut Curry,"[""onion"", ""coconut oil"", ""garlic"", ""ginger"", ""red chili pepper"", ""curry powder"", ""turmeric"", ""cumin"", ""coriander"", ""tomato paste"", ""red bell pepper"", ""green bell pepper"", ""carrots"", ""choy"", ""stalk lemongrass"", ""coconut milk"", ""chickpeas"", ""salt"", ""quinoa""]"
Green Curry (Vegetarian),"[""potato"", ""green beans"", ""zucchini"", ""spinach"", ""ghee"", ""onions"", ""garlic"", ""ground turmeric"", ""coriander powder"", ""ground cumin"", ""cayenne"", ""hot paprika"", ""ground black pepper"", ""ground cinnamon"", ""salt"", ""freshly grated gingerroot"", ""green chilies"", ""lemon juice"", ""water"", ""basmati rice""]"
Red Pork Curry,"[""pork mince"", ""red curry"", ""coconut milk"", ""vegetables""]"
Coconut Lime Chicken Curry,"[""chicken breasts"", ""light coconut milk"", ""chicken broth"", ""green curry"", ""curry powder"", ""red pepper"", ""lime juice"", ""zest from"", ""green chili salsa"", ""fresh cilantro""]"
Suriname Chicken Curry,"[""chicken"", ""garlic"", ""onion"", ""masala"", ""sunflower oil"", ""chili peppers"", ""sugar"", ""salt"", ""water""]"
Chicken Balti Curry From Balti Triangle,"[""mustard seeds"", ""garam masala"", ""curry"", ""palm sugar"", ""ground coriander"", ""ground cumin"", ""cinnamon"", ""ground cloves"", ""turmeric"", ""nigella seeds"", ""green chilies"", ""cardamom pods"", ""INGREDIENTS"", ""peanut oil"", ""onion"", ""garlic"", ""ginger"", ""chicken breasts"", ""vegetable stock"", ""tomato puree"", ""salt"", ""bay leaf"", ""fresh cilantro"", ""tomatoes""]"
Laotian Mild Coconut Tofu Curry,"[""ginger"", ""garlic"", ""cashews"", ""onions"", ""olive oil"", ""red chili pepper"", ""curry powder"", ""coconut milk"", ""water"", ""potatoes"", ""salt"", ""white sugar""]"
"Potato And Pea Curry With Yogurt, Cumin, And Ginger","[""red potato"", ""olive oil"", ""asafoetida powder"", ""cumin"", ""fresh peas"", ""plain yogurt"", ""ginger"", ""salt"", ""cayenne pepper"", ""ground coriander""]"
Coconut Curry Chicken With Potatoes,"[""oil"", ""onion"", ""green pepper"", ""garlic"", ""curry powder"", ""chicken breasts"", ""potatoes"", ""coconut milk"", ""salt"", ""chicken stock""]"
Fast Chicken Curry,"[""chicken"", ""tomatoes"", ""onion"", ""green curry"", ""broccoli"", ""coconut milk"", ""olive oil"", ""salt""]"
Curry Coconut Chickpeas,"[""olive oil"", ""cabbage"", ""onion"", ""red bell pepper"", ""light coconut milk"", ""fresh garlic"", ""fresh ginger"", ""curry powder"", ""chickpeas"", ""salt"", ""fresh ground black pepper"", ""fresh basil""]"
Calamari Skillet Curry,"[""peanut oil"", ""onion"", ""garlic"", ""chili pepper"", ""tomatoes"", ""jalapeno pepper"", ""fresh ginger"", ""curry powder"", ""ground coriander"", ""lime zest"", ""coconut milk"", ""chicken broth"", ""fresh cilantro"", ""brown sugar"", ""lime juice"", ""salt"", ""frozen calamari"", ""coconut""]"
Tomato And Chicken Rogan Josh Curry (Pressure Cooker),"[""Greek yogurt"", ""curry"", ""chicken"", ""vegetable oil"", ""onion"", ""tomatoes"", ""baby spinach leaves"", ""coriander leaves""]"
Coromandel Lamb Curry,"[""coconut"", ""red chilies"", ""paprika"", ""ginger"", ""garlic"", ""ground coriander"", ""peppercorns"", ""bay leaves"", ""cinnamon sticks"", ""cloves"", ""cumin"", ""poppy seed"", ""fennel seed"", ""oil"", ""onions"", ""lamb"", ""tomatoes"", ""coconut milk"", ""salt""]"
Malaysian Beef Curry,"[""coriander"", ""cumin"", ""cloves"", ""cinnamon"", ""cardamom"", ""black peppercorns"", ""cayenne pepper"", ""turmeric"", ""anise"", ""oil"", ""red chili peppers"", ""garlic"", ""galangal root"", ""ginger"", ""fresh lemongrass"", ""shallots"", ""stewing beef"", ""coconut milk"", ""potatoes"", ""soy sauce"", ""lime leaf"", ""brown sugar""]"
Denzel Washington'S Chicken Curry,"[""chicken breast"", ""olive oil"", ""onion"", ""garlic"", ""curry powder"", ""paprika"", ""cinnamon"", ""sugar"", ""ginger"", ""bay leaf"", ""tomato"", ""tomato paste"", ""plain yogurt"", ""coconut milk"", ""lemon juice"", ""cayenne pepper"", ""cilantro""]"
Chicken Curry,"[""chicken"", ""butter"", ""onion"", ""ginger-garlic"", ""garam masala"", ""red chili powder"", ""cinnamon"", ""cumin"", ""coriander"", ""turmeric"", ""paprika"", ""salt"", ""red pepper"", ""bay leaf"", ""black cardamom pods"", ""plain yogurt"", ""coconut milk"", ""tomato sauce""]"
Authentic Indian Lamb Curry,"[""lamb"", ""vegetable oil"", ""ginger paste"", ""garlic"", ""onions"", ""black cardamom pods"", ""green cardamoms"", ""cinnamon"", ""black peppercorns"", ""cumin"", ""green bird"", ""bay leaves"", ""tomatoes"", ""chili powder"", ""turmeric"", ""coriander powder"", ""salt"", ""natural yoghurt"", ""coriander leaves"", ""lemon"", ""water""]"
"""Harak Mas Curry"" Sri Lankan Beef Curry","[""stewing beef"", ""ghee"", ""onions"", ""fresh ginger"", ""garlic"", ""curry powder"", ""ground turmeric"", ""black mustard seeds"", ""salt"", ""vinegar"", ""fresh chilies"", ""tomatoes""]"
Vietnamese Chicken Curry With Sweet Potatoes,"[""curry powder"", ""salt"", ""chicken thighs"", ""vegetable oil"", ""shallot"", ""garlic"", ""red chili pepper"", ""fish sauce"", ""sugar"", ""fresh ginger"", ""chicken broth"", ""carrots"", ""coconut milk"", ""onion"", ""sweet potato"", ""asian basil"", ""fresh cilantro"", ""scallions""]"
Sweet Potato Chicken Curry,"[""curry powder"", ""ground coriander"", ""ground turmeric"", ""salt"", ""black pepper"", ""ground red pepper"", ""bay leaf"", ""olive oil"", ""chicken breasts"", ""onions"", ""ginger"", ""garlic"", ""chicken broth"", ""tomatoes"", ""sweet potatoes"", ""chick-peas"", ""frozen green pea"", ""lemon juice""]"
"Mussels With Peppers, Bamboo Shoots And Green Curry","[""vegetable oil"", ""green curry"", ""coconut milk"", ""fish sauce"", ""sugar"", ""red pepper"", ""green pepper"", ""bamboo shoots"", ""mussels"", ""fresh basil""]"
Fijian Pork & Pineapple Curry,"[""lean diced"", ""red curry"", ""coconut milk"", ""fresh pineapple"", ""red"", ""nuts""]"
Instant Pot Curry Rice,"[""oil"", ""stewing beef"", ""garlic"", ""onion"", ""carrots"", ""gold potatoes"", ""beef broth"", ""curry roux""]"
Green Chicken Curry (Gaeng Kiew Wan Gai),"[""coconut milk"", ""vegetable oil"", ""garlic"", ""green curry"", ""fish sauce"", ""palm sugar"", ""chicken"", ""chicken stock"", ""lime"", ""eggplants"", ""basil"", ""bird chiles""]"
Slowburn Goat Curry With Friend Roti,"[""curry"", ""goat meat"", ""coconut milk"", ""fresh ground ginger"", ""curry powder"", ""olive oil"", ""white onion"", ""garlic"", ""potatoes"", ""water"", ""salt"", ""fresh cilantro"", ""cinnamon"", ""ground cumin"", ""serrano chilies"", ""chili powder"", ""vegetable oil"", ""scallion"", ""roti"", ""whole wheat flour"", ""butter"", ""milk"", ""warm water"", ""white sugar"", ""salt"", ""baking powder""]"
Chicken Curry Or (Cat'S Vomit On A Bed Of Maggots) For Halloween,"[""butter"", ""onion"", ""curry powder"", ""flour"", ""salt"", ""sugar"", ""ground ginger"", ""chicken broth"", ""milk"", ""chicken"", ""lemon juice""]"
Tomato Curry,"[""tomatoes"", ""mustard seeds"", ""cumin"", ""green chili"", ""curry"", ""cloves"", ""chickpea flour"", ""turmeric powder"", ""red chili powder"", ""asafoetida powder"", ""jaggery"", ""oil"", ""salt"", ""coriander""]"
Stolen Thai Beef Curry,"[""chili powder"", ""chopped galangal"", ""ground black pepper"", ""cumin"", ""salt"", ""ground coriander"", ""lemongrass"", ""garlic"", ""onion"", ""blachan"", ""coconut milk"", ""water"", ""chuck steaks""]"
Thai Style Curry With Chicken Thighs And Cauliflower,"[""chicken thighs"", ""cauliflower"", ""carrots"", ""baby portabella mushrooms"", ""garlic"", ""yellow onion"", ""pineapple"", ""unsweetened coconut milk"", ""chili pepper"", ""kosher salt"", ""black pepper"", ""chili powder"", ""sugar"", ""jamaican style curry powder""]"
